Date,Adj Close,Close,High,Low,Open,Volume
2021-04-14,187.25074768066406,187.5800018310547,189.47999572753906,165.10000610351562,182.13999938964844,63661849.0
2021-04-15,184.31591796875,184.63999938964844,190.17999267578125,184.6199951171875,188.8800048828125,58142184.0
2021-04-16,188.84793090820312,189.17999267578125,190.10000610351562,185.0,185.4199981689453,62082613.0
2021-04-19,187.35055541992188,187.67999267578125,189.75999450683594,182.0,188.05999755859375,41800957.0
2021-04-20,181.4809112548828,181.8000030517578,189.31900024414062,180.0,188.55999755859375,57315982.0
2021-04-21,180.42274475097656,180.74000549316406,185.5800018310547,179.0800018310547,181.22000122070312,62965545.0
2021-04-22,182.00001525878906,182.32000732421875,183.25999450683594,180.17999267578125,180.89999389648438,42056630.0
2021-04-23,181.66058349609375,181.97999572753906,182.44000244140625,178.36000061035156,180.74000549316406,83291209.0
2021-04-26,185.7533721923828,186.0800018310547,186.55999755859375,180.3800048828125,182.3800048828125,40721434.0
2021-04-27,186.17263793945312,186.5,187.66000366210938,184.3000030517578,185.6199951171875,52370374.0
2021-04-28,188.6283416748047,188.9600067138672,190.10000610351562,186.16000366210938,188.10000610351562,68836515.0
2021-04-29,188.38873291015625,188.72000122070312,190.5800018310547,187.25999450683594,189.77999877929688,54782804.0
2021-04-30,175.1919708251953,175.5,180.47999572753906,174.6199951171875,179.0,147740583.0
2021-05-03,175.1919708251953,175.5,180.47999572753906,174.6199951171875,179.0,147740583.0
2021-05-04,170.6000213623047,170.89999389648438,179.47999572753906,169.66000366210938,177.5,89771624.0
2021-05-05,176.44976806640625,176.75999450683594,176.89999389648438,173.26600646972656,173.8800048828125,58059189.0
2021-05-06,176.78916931152344,177.10000610351562,177.8000030517578,175.24000549316406,177.02000427246094,73071388.0
2021-05-07,181.22132873535156,181.5399932861328,182.89999389648438,178.4530029296875,179.1999969482422,60271635.0
2021-05-10,185.13446044921875,185.4600067138672,186.1999969482422,182.8800048828125,183.16000366210938,62984368.0
2021-05-11,179.6840362548828,180.0,184.44000244140625,179.14999389648438,181.97999572753906,44109066.0
2021-05-12,181.14151000976562,181.4600067138672,183.13999938964844,178.75999450683594,180.1999969482422,36776980.0
2021-05-13,177.88723754882812,178.1999969482422,179.3000030517578,174.1999969482422,178.1999969482422,48908907.0
2021-05-14,180.38282775878906,180.6999969482422,182.32000732421875,179.17999267578125,182.32000732421875,35198377.0
2021-05-17,178.90542602539062,179.22000122070312,182.33999633789062,178.13999938964844,181.3800048828125,29206075.0
2021-05-18,179.94358825683594,180.25999450683594,182.39999389648438,178.33999633789062,181.66000366210938,33884356.0
2021-05-19,177.76744079589844,178.0800018310547,180.99000549316406,175.25999450683594,177.77999877929688,32876459.0
2021-05-20,178.56605529785156,178.8800048828125,181.0,177.4199981689453,180.74000549316406,28753461.0
2021-05-21,178.7057647705078,179.02000427246094,180.0,176.74000549316406,178.8800048828125,32681504.0
2021-05-24,179.36460876464844,179.67999267578125,180.97999572753906,178.16000366210938,180.10000610351562,18683315.0
2021-05-25,179.32469177246094,179.63999938964844,181.6199951171875,178.94000244140625,180.32000732421875,26189150.0
2021-05-26,178.9453125,179.25999450683594,179.572998046875,175.1199951171875,178.83999633789062,40727970.0
2021-05-27,183.37753295898438,183.6999969482422,184.1199951171875,178.55999755859375,178.74000549316406,60136371.0
2021-05-28,182.77862548828125,183.10000610351562,185.3000030517578,182.6999969482422,185.0,33343363.0
2021-05-31,182.77862548828125,183.10000610351562,185.3000030517578,182.6999969482422,185.0,33343363.0
2021-06-01,185.2542724609375,185.5800018310547,186.8000030517578,184.10000610351562,185.0,28035436.0
2021-06-02,186.11276245117188,186.44000244140625,186.60000610351562,184.1999969482422,186.16000366210938,24455974.0
2021-06-03,186.01292419433594,186.33999633789062,187.25999450683594,184.02000427246094,187.25999450683594,20995195.0
2021-06-04,183.63710021972656,183.9600067138672,187.0,183.5399932861328,185.89999389648438,17250609.0
2021-06-07,186.65176391601562,186.97999572753906,188.02999877929688,184.02000427246094,184.5399932861328,31081962.0
2021-06-08,184.8350067138672,185.16000366210938,188.17999267578125,184.39999389648438,186.25999450683594,49034615.0
2021-06-09,180.18316650390625,180.5,184.75999450683594,179.74000549316406,184.52000427246094,31636423.0
2021-06-10,178.74569702148438,179.05999755859375,182.0399932861328,178.94000244140625,180.83999633789062,30700316.0
2021-06-11,180.0833282470703,180.39999389648438,181.0,178.44000244140625,178.74000549316406,24749966.0
2021-06-14,179.08509826660156,179.39999389648438,182.47999572753906,179.16000366210938,181.60000610351562,21613049.0
2021-06-15,178.90542602539062,179.22000122070312,179.5,177.0800018310547,179.44000244140625,38862480.0
2021-06-16,176.80909729003906,177.1199951171875,181.6999969482422,175.3800048828125,179.86000061035156,32392516.0
2021-06-17,178.5061492919922,178.82000732421875,181.89999389648438,177.77999877929688,178.3000030517578,45179342.0
2021-06-18,171.558349609375,171.86000061035156,177.77999877929688,171.72999572753906,177.10000610351562,104144773.0
2021-06-21,172.63644409179688,172.94000244140625,173.4600067138672,167.97000122070312,169.94000244140625,38740763.0
2021-06-22,172.23716735839844,172.5399932861328,174.27999877929688,171.4199981689453,173.83999633789062,22908500.0
2021-06-23,172.4967041015625,172.8000030517578,174.39999389648438,172.57000732421875,172.5800018310547,19772874.0
2021-06-24,174.0938720703125,174.39999389648438,175.17999267578125,172.3800048828125,173.1999969482422,23417109.0
2021-06-25,174.53309631347656,174.83999633789062,176.6199951171875,173.5,176.0399932861328,18840303.0
2021-06-28,171.2189483642578,171.52000427246094,175.13999938964844,171.52000427246094,174.83999633789062,20576150.0
2021-06-29,172.89598083496094,173.1999969482422,177.0,171.82000732421875,172.17999267578125,24909381.0
2021-06-30,170.8196563720703,171.1199951171875,174.55999755859375,169.32000732421875,173.67999267578125,30481846.0
2021-07-01,174.9923095703125,175.3000030517578,176.1999969482422,172.94000244140625,172.94000244140625,34588336.0
2021-07-02,172.05746459960938,172.36000061035156,177.17999267578125,172.10000610351562,176.33999633789062,21799362.0
2021-07-05,177.38809204101562,177.6999969482422,178.2899932861328,172.32000732421875,172.5800018310547,22592068.0
2021-07-06,171.2189483642578,171.52000427246094,178.0800018310547,170.39999389648438,177.86000061035156,40959552.0
2021-07-07,172.19720458984375,172.5,173.93499755859375,170.4199981689453,171.52000427246094,28770363.0
2021-07-08,167.3457489013672,167.63999938964844,170.8800048828125,165.22000122070312,170.8800048828125,41982501.0
